Codon,alpha,beta,beta-alpha,Posterior Prob Positive Selection,Posterior Prob Negative Selection,Potential Scale Reduction Factor,Effective sample size,Estimated variance of the posterior prob of positive selection,Empirical Bayes Factor
43,0.298726,0.357751,0.059024,0.476467,0.0643701,1.38587,20.6379,0.0442026,1.44655
44,0.375035,0.762618,0.387583,0.780901,0.0135775,1.01479,258.768,0.0334016,5.66502
45,0.274038,0.189095,-0.0849449,0.160328,0.751943,1.01057,326.686,0.00214958,0.303491
46,0.264514,0.164942,-0.0995726,0.0735554,0.873085,1.00408,554.766,0.00068567,0.126195
47,1.31254,0.00355188,-1.30899,0.00692235,0.959179,1.00107,825.538,5.05236e-05,0.0110794
48,0.70622,0.31793,-0.388287,0.202343,0.383308,1.22895,29.0265,0.0187848,0.403197
49,0.280223,0.147793,-0.132429,0.0556255,0.908498,1.00241,677.422,0.000338418,0.0936215
50,0.235045,0.0021084,-0.232936,6.53479e-09,1.0,1.00429,542.237,2.53735e-17,1.03867e-08
51,0.0453174,0.0428193,-0.00249808,0.513913,0.33956,1.00047,914.982,0.0223155,1.68043
52,0.466601,0.287123,-0.179476,0.149788,0.536892,1.19273,32.8846,0.00822293,0.280024
53,0.236269,0.154501,-0.0817683,0.157924,0.773294,1.003,628.575,0.00169292,0.298087
54,0.309255,0.0240877,-0.285167,6.3175e-06,0.999956,1.00155,766.017,2.16222e-11,1.00414e-05
55,0.274674,0.242087,-0.0325863,0.305692,0.501374,1.07863,67.0824,0.00707814,0.699806
56,0.495746,0.241045,-0.254701,0.11574,0.720129,1.12902,44.775,0.00253921,0.208041
57,0.307023,0.303232,-0.00379078,0.369685,0.224597,1.28822,24.7872,0.0261431,0.932223
58,0.24892,0.211466,-0.0374548,0.291865,0.576982,1.02364,181.191,0.00467601,0.655106
59,0.211039,0.218921,0.0078812,0.478706,0.39252,1.02085,199.857,0.00634227,1.45959
60,0.241179,0.103908,-0.137271,0.0119259,0.974678,1.00144,778.51,2.29219e-05,0.0191844
61,0.407814,0.176534,-0.231281,0.0277266,0.936928,1.0169,234.548,0.000125735,0.0453267
62,1.22676,0.0267864,-1.19997,5.37722e-09,1.0,1.00177,741.092,2.32561e-17,8.5468e-09
63,0.309589,0.0292182,-0.280371,2.07906e-07,0.999999,0.999213,1184.88,2.24174e-14,3.30455e-07
64,0.186016,0.103922,-0.0820937,0.0623307,0.885647,1.00081,861.301,0.000583669,0.105657
65,0.193599,0.0664582,-0.127141,0.00598283,0.983605,1.001,834.352,9.47345e-06,0.00956662
66,0.261766,0.114726,-0.147041,0.0168236,0.967118,1.0012,807.779,4.27881e-05,0.0271978
67,0.771332,0.189672,-0.581661,0.00996934,0.969966,1.06563,78.0062,2.77139e-05,0.0160053
68,0.28399,0.166868,-0.117122,0.0644206,0.887712,1.00429,542.262,0.000547053,0.109443
69,0.0895836,0.857477,0.767894,0.999841,1.73058e-07,1.01389,270.676,3.6294e-08,9994.93
70,0.179991,0.202225,0.0222331,0.566151,0.324015,1.01087,320.698,0.00623615,2.07415
71,0.3069,0.0920962,-0.214804,0.00513247,0.988702,1.00265,656.695,4.3861e-06,0.00819987
72,0.230797,0.197122,-0.0336753,0.269536,0.607466,1.01242,292.936,0.00445677,0.586494
73,0.314547,0.36647,0.0519214,0.399588,0.0767206,1.38254,20.7443,0.0475075,1.05781
74,0.365824,0.240152,-0.125672,0.191864,0.621891,1.11263,49.9289,0.00445958,0.377359
75,0.253212,0.133228,-0.119985,0.0361354,0.93487,1.00269,653.371,0.000161369,0.0595885
76,0.200804,0.141242,-0.0595622,0.159433,0.761504,1.00349,592.609,0.0020478,0.301475
77,1.40753,0.297255,-1.11027,0.0145549,0.898328,1.09673,56.5186,0.000241981,0.0234759
78,0.338462,0.203647,-0.134816,0.0908377,0.808525,1.04547,106.117,0.00111441,0.158807
79,0.135896,0.180233,0.0443368,0.682649,0.236242,1.00519,495.123,0.00414629,3.41903
80,0.280656,0.285447,0.00479267,0.362861,0.285192,1.23434,28.5531,0.0206915,0.905215
81,0.286312,0.323918,0.0376073,0.470794,0.08195,1.3616,21.4589,0.0421957,1.41401
82,0.259664,0.266807,0.00714369,0.41828,0.322264,1.15289,39.1893,0.0125827,1.14288
83,0.49866,0.293111,-0.205548,0.121034,0.542733,1.2023,31.7331,0.00814246,0.218867
84,0.308269,0.32833,0.020061,0.40054,0.110655,1.35437,21.7255,0.0429084,1.06202
85,0.58171,0.46756,-0.114151,0.190159,0.369961,1.03481,132.47,0.0131538,0.373218
86,0.232761,0.752333,0.519573,0.9642,0.000865332,1.07921,66.672,0.000605744,42.8085
87,0.251271,0.237095,-0.0141765,0.358924,0.46315,1.05493,90.5742,0.00737953,0.889895
88,0.200445,0.14112,-0.0593253,0.157813,0.762841,1.00343,596.581,0.00197966,0.297838
89,1.31004,0.00398767,-1.30606,0.00777661,0.95824,1.00092,845.966,5.94136e-05,0.0124574
90,0.217316,0.0499975,-0.167318,0.00129036,0.995791,1.00163,756.604,5.17342e-07,0.00205361
91,0.175625,0.00326227,-0.172363,1.11774e-05,0.999928,1.00243,676.295,6.5384e-11,1.77661e-05
92,0.160782,0.0888782,-0.0719042,0.0853039,0.850908,1.00247,672.46,0.000968666,0.148231
93,0.236484,0.223731,-0.0127538,0.391361,0.463538,1.02882,154.603,0.0066122,1.02203
94,0.293086,0.167526,-0.125561,0.0606206,0.893493,1.00436,538.179,0.000469404,0.102571
95,0.260805,0.173193,-0.0876119,0.0824116,0.854535,1.0044,536.051,0.000905119,0.142753
96,0.318231,0.330015,0.011783,0.366654,0.103641,1.3546,21.7166,0.0471876,0.920155
97,0.266535,0.154346,-0.112189,0.0741738,0.879817,1.00349,592.377,0.000590042,0.127341
98,0.344634,0.304678,-0.0399561,0.299428,0.283344,1.26978,25.9077,0.0229524,0.679337
99,0.33193,0.282888,-0.0490407,0.234095,0.404756,1.23467,28.5253,0.0150513,0.485806
100,0.22842,0.385181,0.15676,0.708274,0.0196405,1.39716,20.2904,0.0232251,3.85897
101,0.47366,0.0856754,-0.387983,0.0966989,0.870609,1.00279,645.49,0.000647047,0.170151
102,0.268471,0.308628,0.0401575,0.514533,0.131092,1.30657,23.8051,0.0269544,1.68461
103,1.08404,0.0267685,-1.05727,0.0559738,0.903401,0.999539,1100.61,0.00169462,0.0942424
104,0.174848,0.167308,-0.00754059,0.407823,0.481714,1.00658,436.621,0.00594496,1.09463
105,0.231302,0.0436613,-0.187641,0.000608569,0.9978,1.00142,780.333,1.2829e-07,0.000967877
106,0.27658,0.0840122,-0.192569,0.000824485,0.99771,1.00275,648.566,1.48489e-07,0.00131156
107,0.229226,0.121961,-0.107265,0.0377282,0.929855,1.00127,798.888,0.000191301,0.0623181
108,0.316914,0.354511,0.0375972,0.447504,0.116468,1.35304,21.7756,0.036074,1.2874
109,0.351744,0.185476,-0.166269,0.0444869,0.902115,1.01936,211.639,0.00031879,0.0740016
110,0.364596,0.312134,-0.0524632,0.286504,0.266857,1.278,25.3901,0.0256457,0.638241
111,0.261711,0.156155,-0.105555,0.10893,0.833756,1.00332,604.648,0.000972337,0.194304
112,0.365895,0.318998,-0.0468973,0.197538,0.243456,1.28539,24.9498,0.0288574,0.391266
113,0.165951,0.31189,0.145938,0.936451,0.0110621,1.17362,35.5563,0.000999301,23.4219
114,0.613194,0.0270822,-0.586109,0.0640386,0.890099,0.999605,1084.87,0.00211002,0.10875
115,0.218191,0.55547,0.337279,0.800377,0.0123644,1.41455,19.7926,0.0114819,6.37279
116,0.198934,0.60298,0.404045,0.867096,0.00524136,1.4051,20.0579,0.00604155,10.3699
117,0.208516,0.207259,-0.00125652,0.439081,0.438494,1.01471,259.782,0.00580079,1.2442
118,0.95892,0.176479,-0.782441,0.00451214,0.986682,1.0413,114.967,5.08837e-06,0.00720431
119,0.202773,0.0897967,-0.112976,0.0155747,0.963973,1.00049,910.855,5.23034e-05,0.0251468
120,0.209367,0.137071,-0.0722959,0.149507,0.782897,1.0029,635.887,0.00163496,0.279407
121,0.323584,0.0713895,-0.252194,0.00124183,0.996642,1.00177,741.018,3.37352e-07,0.00197628
122,0.212615,1.05974,0.847126,0.977897,0.000196791,1.01894,215.252,0.000644677,70.3214
123,0.806472,0.636832,-0.169639,0.373567,0.282199,1.00381,571.313,0.0291077,0.94785
124,0.420716,0.323603,-0.097112,0.303036,0.246531,1.28456,24.9977,0.0276538,0.691082
125,0.263345,0.30808,0.044734,0.533953,0.119795,1.30645,23.8113,0.0268305,1.82104
126,0.3866,0.123164,-0.263435,0.0149668,0.972481,1.00156,763.876,2.60647e-05,0.0241504
127,0.243312,0.262483,0.0191715,0.500595,0.284883,1.12159,46.9455,0.00967062,1.59323
128,0.444272,0.0286556,-0.415618,1.61803e-06,0.999991,0.999956,1008.88,1.08519e-12,2.57178e-06
129,0.232655,0.195034,-0.0376213,0.260956,0.623854,1.01102,317.762,0.00435788,0.561232
130,0.320187,0.259024,-0.0611635,0.311041,0.453992,1.129,44.7808,0.00865564,0.717579
131,0.231393,0.120449,-0.110945,0.0288667,0.943684,1.00156,764.8,0.000124109,0.0472459
132,0.493275,0.601054,0.107778,0.422818,0.167686,1.0141,267.767,0.0305014,1.16436
133,0.205023,0.605913,0.40089,0.885666,0.00308484,1.39641,20.3128,0.00495415,12.3123
134,0.553054,0.735213,0.18216,0.46407,0.0667405,1.00897,363.419,0.0686203,1.37633
135,0.14933,0.301769,0.152438,0.930665,0.0233045,1.09176,59.0255,0.000653152,21.3347
136,0.572351,0.198707,-0.373644,0.0241064,0.920769,1.10968,51.0123,0.000134678,0.0392623
137,0.274318,0.108083,-0.166234,0.0119032,0.976199,1.00241,677.647,1.82952e-05,0.0191474
138,0.275265,0.321285,0.0460208,0.507528,0.0840411,1.35278,21.7856,0.0376092,1.63804
139,0.219554,0.735419,0.515865,0.929261,0.00750408,1.14574,40.6776,0.00149079,20.8797
140,1.31205,0.00363197,-1.30842,0.00708036,0.959004,1.00104,829.458,5.21383e-05,0.0113341
141,0.741294,0.132639,-0.608655,0.00298931,0.993274,1.00169,749.748,1.63083e-06,0.00476559
142,0.496699,0.176061,-0.320636,0.027475,0.942071,1.01159,307.11,0.000117654,0.0449038
143,1.23065,0.328574,-0.90207,0.0426944,0.78128,1.08014,66.0281,0.00146894,0.0708869
144,0.428248,0.335425,-0.0928248,0.254557,0.250168,1.27324,25.6858,0.0289703,0.542771
145,4.71203,0.0030765,-4.70896,5.48016e-12,1.0,0.997241,2215.05,2.18451e-23,8.71042e-12
146,0.437999,0.356623,-0.0813755,0.242757,0.277716,1.22881,29.0393,0.0249292,0.509545
147,0.252019,0.315892,0.0638742,0.608843,0.0787248,1.31504,23.3905,0.0259162,2.474
148,0.285575,0.768839,0.483263,0.903324,0.00432077,1.01658,237.929,0.00899244,14.8515
149,0.26673,0.313646,0.046916,0.531165,0.0987844,1.32607,22.8829,0.0320031,1.80076
150,0.269566,0.302873,0.0333072,0.488298,0.151279,1.28681,24.8675,0.0277389,1.51675
151,0.182054,0.0824838,-0.0995699,0.0613322,0.892901,1.00176,742.147,0.000544587,0.103854
152,0.133123,0.118058,-0.0150649,0.366236,0.519539,1.00836,379.485,0.00639554,0.9185
153,0.177542,0.0024118,-0.17513,6.77008e-05,0.999402,1.00601,458.843,4.04483e-09,0.000107614
154,0.173543,0.100938,-0.0726059,0.161077,0.776308,1.00414,551.003,0.00176879,0.305181
155,0.235003,0.235172,0.000168894,0.461182,0.38038,1.05216,94.5895,0.00609601,1.36043
156,0.305987,0.230235,-0.0757529,0.206882,0.621295,1.07995,66.1566,0.00428534,0.414601
157,0.252735,0.144723,-0.108012,0.04981,0.911199,1.00293,633.864,0.000312421,0.0833205
