Codon,alpha,beta1,p1,beta2,p2,LRT,p-value,q-value,Log(L)
71,1.48379,0.0,0.861657,2.35776,0.138343,0.327125,0.483956,0.938039,-62.674
72,0.814712,0.617325,0.669893,0.616835,0.330107,0.0,0.67,0.67,-97.6357
73,0.736355,0.736355,0.839243,28.2333,0.160757,5.1266,0.0354968,0.309611,-133.617
74,1.67193,0.0198625,0.627308,2.56293,0.372692,0.266142,0.505274,0.933271,-106.731
75,0.92742,0.346405,0.779943,0.351039,0.220057,0.0,0.67,0.715578,-81.8183
76,0.604652,0.2375,0.925427,4.04703,0.074573,1.46266,0.24564,0.70119,-81.6776
77,3.85994,0.995139,0.826178,1.46915,0.173822,0.0,0.67,0.710743,-122.444
78,1.23169,0.335437,0.948196,133.593,0.051804,7.31025,0.0115959,0.165506,-88.9924
79,0.348738,0.348738,6.0e-09,0.589457,1.0,0.655608,0.391567,0.830758,-89.1118
80,1.04583,0.0,0.341642,1.51903,0.658358,0.265426,0.505536,0.922897,-110.474
81,1.02824,0.773781,0.249496,1.51615,0.750504,0.202788,0.529691,0.945016,-123.164
82,0.90499,0.841793,0.692154,0.888038,0.307846,0.0,0.67,0.802977,-102.539
83,2.21498,0.0,0.413689,1.81387,0.586311,0.0,0.67,0.930885,-116.732
84,1.20257,0.533907,0.648817,3.47808,0.351183,0.679805,0.385824,0.84131,-128.431
85,2.21425,0.104688,0.372407,3.31206,0.627593,0.287308,0.497663,0.941363,-137.717
86,0.806409,0.44096,0.193942,2.88199,0.806058,3.60607,0.0780852,0.422737,-138.661
87,0.88818,0.0,0.586183,2.36561,0.413817,1.78144,0.206082,0.63441,-106.885
88,0.68346,0.0,0.401933,0.676623,0.598067,0.0,0.67,0.790902,-78.4151
89,0.000818085,0.0,0.0468492,0.0,0.953151,0.0,0.67,0.796894,-4.04115
90,0.715819,0.0,0.662966,0.381475,0.337034,0.0,0.67,0.855203,-52.9998
91,0.538442,0.0,1.0,7.5e-08,0.0,0.0,0.67,0.939196,-32.4348
92,0.351806,0.099051,0.974392,149.025,0.025608,3.31739,0.0908258,0.445614,-60.5537
93,0.69637,0.0,0.425506,1.55367,0.574494,2.12404,0.17113,0.559738,-112.132
94,1.03172,0.0630157,0.830989,4.24595,0.169011,2.9199,0.111963,0.488282,-91.6245
95,0.948887,0.192326,0.86257,6.6639,0.13743,2.91928,0.111999,0.475239,-104.653
96,1.15945,0.775077,0.879947,10.6743,0.120053,1.11427,0.298878,0.744823,-122.828
97,1.12892,0.469544,0.180301,0.470356,0.819699,0.0,0.67,0.821797,-85.0092
98,1.42753,0.0,0.190972,1.39625,0.809028,0.0,0.67,0.809154,-129.653
99,1.38425,0.442426,0.837575,5.18689,0.162425,0.662154,0.390002,0.838772,-119.015
100,0.498955,0.498955,6.0e-09,1.64666,1.0,2.49652,0.140162,0.500123,-131.858
101,0.0,0.0,0.827656,1.35212,0.172344,-0.0305072,0.67,0.891441,-37.2343
102,0.788226,0.150339,0.68595,4.06908,0.31405,5.08368,0.0362907,0.299876,-112.067
103,2548.01,0.0456104,1.0e-09,0.0280173,1.0,0.0,0.67,0.88395,-9.49217
104,0.481722,0.481722,0.192218,0.562033,0.807782,0.064663,0.597757,0.967503,-96.8725
105,0.815405,0.0284192,0.930918,1.09506,0.069082,0.0448839,0.611236,0.969334,-43.2797
106,1.21126,0.201156,0.329138,0.204982,0.670862,0.0,0.67,0.834841,-77.4357
107,0.903174,0.0,0.487374,0.671159,0.512626,0.0,0.67,0.914696,-77.463
108,1.1293,0.0,0.323606,2.61057,0.676394,2.44025,0.144433,0.503911,-142.047
109,1.56253,0.242287,0.850758,4.13549,0.149242,0.814492,0.355818,0.79805,-102.393
110,1.51001,0.903727,0.913077,8.24066,0.086923,0.47468,0.438633,0.88289,-130.746
111,0.887077,0.0,0.764222,2.32752,0.235778,1.07824,0.305107,0.748466,-72.5096
112,1.03712,0.648088,0.899214,3333.59,0.100786,7.40765,0.011034,0.192482,-134.566
113,0.427168,0.427168,0.534035,2.85355,0.465965,6.57564,0.0168751,0.189242,-128.018
114,0.0,0.0,0.224633,0.0364051,0.775367,0.00499397,0.652095,0.965839,-10.7645
115,0.632472,0.399023,0.468763,3.73635,0.531237,4.13161,0.0593847,0.345311,-123.594
116,0.575662,0.575662,6.0e-09,1.94798,1.0,4.16997,0.0582137,0.351521,-130.28
117,0.603086,0.0783903,0.782854,4.2772,0.217146,7.05386,0.0132168,0.17292,-90.9665
118,2.54343,0.150394,0.884315,7.77401,0.115685,1.04771,0.310507,0.749993,-100.276
119,0.680244,0.0359491,0.873125,3.30371,0.126875,2.76952,0.121233,0.488041,-74.1308
120,0.659777,0.433979,0.98266,0.433978,0.01734,0.0,0.67,0.89906,-70.7665
121,1.51115,0.154477,0.965201,2.10983,0.034799,0.0221846,0.630237,0.979675,-56.2283
122,0.426955,0.426955,0.559804,12.7009,0.440196,10.7138,0.00205823,0.0807855,-135.969
123,3.314,0.935423,0.844855,9.61202,0.155145,0.364644,0.471683,0.925679,-131.012
124,1.55982,0.851641,0.9589,378.845,0.0411,6.47664,0.0177516,0.1858,-110.842
125,0.757677,0.680201,0.259071,1.34482,0.740929,0.590386,0.407651,0.842122,-108.417
126,1.97444,0.316548,1.0,0.31598,0.0,0.0,0.67,0.848306,-56.7758
127,0.725927,0.367036,0.726356,2.60165,0.273644,0.887686,0.340768,0.786773,-100.357
128,1.56338,0.0,0.971238,1.57605,0.028762,5.05876e-05,0.66828,0.962568,-39.7177
129,0.717411,0.562648,2.99771e-08,0.562418,1.0,0.0,0.67,0.876583,-96.4266
130,0.979848,0.0,0.776531,8.33536,0.223469,4.79707,0.0420738,0.287199,-106.053
131,0.844695,0.341189,0.373489,0.349933,0.626511,0.0,0.67,0.84152,-89.1149
132,1.43624,0.67534,0.809468,24.5841,0.190532,3.33773,0.0898618,0.455107,-132.489
133,0.61919,0.61919,6.0e-09,1.87573,1.0,4.77612,0.0425314,0.278227,-132.665
134,1.96416,0.0,0.34053,3.9621,0.65947,2.02425,0.180604,0.567097,-147.329
135,0.237029,0.237029,0.528403,3.14095,0.471597,6.97578,0.0137543,0.166109,-107.016
136,1.83705,0.0,0.589972,1.44666,0.410028,0.0,0.67,0.956273,-83.6401
137,1.09985,0.267766,0.924671,0.284792,0.075329,0.0,0.67,0.947658,-59.5428
138,0.710835,0.710835,0.919291,1194.1,0.080709,8.73681,0.00560964,0.146786,-115.587
139,1.21806,0.0,0.448114,4.3961,0.551886,5.32192,0.0321004,0.314985,-140.12
140,0.000818085,0.0,0.0468492,0.0,0.953151,0.0,0.67,0.862213,-4.04115
141,2.07895,0.0,0.730229,1.8655,0.269771,0.0,0.67,0.869339,-81.4223
142,1.68444,0.0,0.679928,1.74097,0.320072,0.00259922,0.657262,0.964394,-87.2285
143,1.82334,0.556394,0.838332,81.7696,0.161668,3.2627,0.0934705,0.444693,-126.081
144,1.44688,1.0076,0.915957,65.5651,0.084043,3.55365,0.0802544,0.419998,-132.203
145,4.34863,0.0,1.0,0.0,0.0,0.0,0.67,0.90681,-29.5728
146,2.10211,1.4827,0.551508,1.48267,0.448492,0.0,0.67,0.828268,-128.514
147,0.471694,0.315457,0.685514,5.39375,0.314486,4.79925,0.0420263,0.299915,-119.563
148,0.568772,0.0855535,0.615499,15.0258,0.384501,9.68445,0.00346757,0.108882,-139.842
149,0.373152,0.0,0.714617,15.025,0.285383,14.5968,0.000289471,0.015149,-118.803
150,0.776687,0.0,0.390793,2.46667,0.609207,2.20864,0.163512,0.5462,-126.777
151,0.464786,0.0,0.664466,0.629421,0.335534,0.0902853,0.582525,0.952671,-49.0483
152,0.321175,0.0,0.671209,1.43858,0.328791,2.72801,0.12393,0.474561,-73.1552
153,0.478427,0.0,1.0,5.0e-09,0.0,0.0,0.67,0.815426,-13.7703
154,0.383894,0.0695785,0.876184,2.80679,0.123816,1.55787,0.233014,0.690249,-49.2451
155,0.694291,0.10051,0.670503,2.43064,0.329497,1.18554,0.286989,0.738643,-89.3461
156,1.22326,0.250268,0.535342,1.4519,0.464658,0.012009,0.641484,0.977797,-98.279
157,0.962892,0.0,0.538673,1.15814,0.461327,0.0447853,0.611308,0.959754,-88.7462
