Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
NODE37,0.96509,0.960107,0.969517,0.0,0.00214317,200.642,0.0283398,10.9438,0.000469585,0.0544718
CROTADAM1,1.34342,1.0,0.961252,1.0,0.00119104,73.825,0.037557,10.9029,0.000480064,0.0552073
NODE19,1.83734,0.817894,0.897753,0.81117,0.00940128,21.2236,0.0928457,9.95933,0.00080018,0.0912205
GLOYUSSU2,1.34066,0.0,0.927009,0.0,0.0358968,62.6523,0.0370942,9.93623,0.000810285,0.0915623
PROTJERD1,1.39435,1.0,0.985373,1.0,0.00126896,96.4828,0.013358,9.90579,0.0008238,0.0922656
NODE66,1.41849,0.908352,0.979386,0.892089,0.00268211,321.312,0.0179319,9.67646,0.000933219,0.103587
VARAMITC1,0.774856,0.476227,0.96847,0.47459,0.000220207,41.0192,0.0313098,9.41963,0.00107337,0.118071
BOTHJARA3,0.996401,0.125159,0.842004,0.875887,0.0,8.43644,0.157996,9.37914,0.00109734,0.119611
VARAKOMO2,0.995947,1.0,0.979185,1.0,1.16656e-05,656.141,0.0208033,9.21312,0.00120143,0.129755
NODE22,10.0,1.0,0.96811,1.0,0.00852152,10000.0,0.0233685,8.48986,0.00178566,0.191066
MACAFASC1,0.399216,0.0,0.407725,1.0,0.283487,25.4399,0.308788,7.91955,0.00244517,0.259188
NODE67,2.27508,0.0,0.826356,0.0,0.0154555,18.6522,0.158188,7.83224,0.00256612,0.269443
VARAKOMO3,0.723235,0.677001,0.960529,0.674952,0.00107766,1465.75,0.0383933,7.6721,0.00280406,0.291622
NODE18,0.587937,0.255362,0.849622,1.0,0.00337913,6.5631,0.146999,7.55647,0.00298974,0.307944
NODE56,1.13826,0.643853,0.991135,0.640388,0.000137372,245.101,0.00872763,7.3931,0.00327372,0.33392
NODE4,1.38994,0.0,0.826809,0.0,0.0875934,140.89,0.0855976,7.38395,0.00329042,0.332333
NODE31,1.23557,1.0,0.986559,2.0e-07,0.0,680.83,0.013441,7.31992,0.00340972,0.340972
NODE60,10.0,1.0,0.889677,1.0,0.0213767,10000.0,0.0889463,6.60492,0.00508486,0.503401
NODE7,0.198569,0.0,0.953603,0.777654,0.0,10000.0,0.046397,6.51263,0.00535554,0.524843
HOMOSAPI3,0.422439,0.305493,0.723877,0.794257,0.0,8.38965,0.276123,6.49206,0.00541787,0.525533
NODE64,1.56618,1.0,0.95944,1.0,0.00210486,31.3824,0.0384551,6.2978,0.0060444,0.580262
NODE17,0.548487,0.0654873,0.800957,0.781342,0.0,3.71126,0.199043,6.2248,0.00629864,0.598371
ANOLCARO32,1.28205,1.0,0.951674,1.0,0.000908282,62.1002,0.0474177,5.92141,0.00747899,0.703025
NODE40,0.739434,0.160503,0.992727,0.1542,0.00197618,10000.0,0.00529682,5.56932,0.00913894,0.849921
NODE58,2.88421,0.553395,0.771091,0.521775,0.0307892,14.1265,0.19812,5.51077,0.00944989,0.869389
NODE33,0.745127,0.0,0.883681,0.780271,0.0,13.0574,0.116319,5.41819,0.00996402,0.906726
NODE63,10.0,1.0,0.754834,1.0,0.056865,10000.0,0.188301,5.3929,0.0101094,0.909849
ANOLCARO33,1.13761,0.732013,0.970188,7.5e-08,0.00972992,2065.18,0.0200821,5.17995,0.0114245,1.0
NODE26,0.424196,0.0710535,0.974921,0.0726739,0.000298889,42.2662,0.0247801,5.04448,0.0123523,1.0
NODE16,1.35067,0.973673,0.94136,0.965254,0.00168981,23.0816,0.0569502,5.01311,0.012578,1.0
NODE27,10.0,1.0,0.967617,1.0,0.0104518,10000.0,0.0219312,4.61357,0.01586,1.0
NODE42,10.0,0.0,0.763492,2.0e-07,0.0478058,10000.0,0.188702,4.42146,0.0177448,1.0
TRIMGRAM1,0.312151,0.0,0.98028,0.795936,0.0,24.3758,0.01972,4.32178,0.0188138,1.0
PROTMUCR1,1.86376,0.190909,0.78554,1.0,0.0178626,10.9517,0.196597,4.30612,0.0189877,1.0
NODE15,0.413086,0.0,0.752355,0.772639,0.0,3.11966,0.247645,4.06101,0.0219421,1.0
NODE10,0.603501,0.0,0.929001,0.779361,0.0,17.65,0.070999,3.77462,0.0260178,1.0
NODE53,10.0,5.0e-09,0.808813,1.2e-06,0.0181648,10000.0,0.173022,3.6696,0.0277067,1.0
NODE11,0.417118,0.0253325,0.669939,1.0,0.0297235,2.19828,0.300338,3.54153,0.0299251,1.0
NODE23,0.932799,0.0,0.951395,2.0e-07,6.86609e-06,25.4758,0.0485981,3.36461,0.0333056,1.0
NODE57,2.53995,1.0,0.799101,1.0,0.0102863,9.98799,0.190613,3.2893,0.0348664,1.0
LACHMUTA2,0.714392,0.674929,0.986263,0.668341,0.00013908,76.5745,0.0135979,3.20719,0.0366576,1.0
NODE9,0.624603,0.931072,0.813332,1.0,0.0333796,75.5075,0.153288,3.12897,0.0384562,1.0
NODE62,1.00288,0.792958,0.0,0.0,0.929756,23.476,0.070244,3.06547,0.0399861,1.0
NODE59,10.0,2.0e-07,0.0,2.0e-07,0.0,9737.12,1.0,3.01421,0.0412688,1.0
CROTATRO2,1.03617,0.392375,0.793282,0.398777,0.00551408,4.49745,0.201204,2.98699,0.0419679,1.0
HOMOSAPI8,0.338017,0.0828773,0.83887,0.0814688,0.00117853,3.7124,0.159951,2.73767,0.0490039,1.0
NODE5,0.473979,0.0,0.898285,0.803333,0.0,8.25576,0.101715,2.6833,0.0507028,1.0
LAPEHARD2,0.400645,0.0,0.915842,0.764937,0.0,5.96491,0.084158,2.58346,0.0539927,1.0
NODE34,0.748263,0.0,0.766123,0.787007,0.0,3.89623,0.233877,2.45275,0.0586594,1.0
NODE38,2.06532,1.0,0.87783,1.0,0.0119822,15.46,0.110188,2.2786,0.0655853,1.0
GERRINFE3,0.658299,0.0,0.526506,0.782148,0.0,1.69707,0.473494,2.09648,0.0738192,1.0
NODE55,1.57552,0.287173,0.769726,0.278022,0.0215839,7.62743,0.20869,2.0695,0.0751356,1.0
NODE20,0.692312,0.0,0.864789,7.5e-08,0.000365821,6.91304,0.134845,1.66799,0.098264,1.0
NODE43,10.0,5.3459e-06,0.226146,5.99837e-06,0.0959842,10000.0,0.67787,1.61087,0.102185,1.0
MACRLEBE7,0.570541,0.0,0.828577,0.785794,0.0,3.94757,0.171423,1.60114,0.102871,1.0
THAMELEG9,0.174947,0.0,0.642756,0.440344,0.239614,1063.37,0.11763,1.56993,0.105109,1.0
VARAACAN4,0.91924,0.842936,0.992104,0.84048,0.000361225,59.043,0.00753477,1.54869,0.106664,1.0
VARASCAL3,0.768634,0.620114,0.992742,0.616252,0.000321428,46.4731,0.00693657,1.49983,0.110349,1.0
NODE32,3.02776,0.0930207,0.0,0.853524,0.0,3.14027,1.0,1.38617,0.119526,1.0
VARAGOUL6,10.0,0.976728,2.0e-07,0.998435,0.0029943,9796.84,0.997005,1.23526,0.133193,1.0
NODE52,0.695576,0.164411,0.979841,0.000578222,0.00130782,95.591,0.0188512,1.21428,0.135243,1.0
PYTHMOLU1,2.45183,0.0,0.134708,0.845133,0.0,3.28872,0.865292,1.19648,0.137013,1.0
VARAGILL2,0.676728,0.0,0.81585,0.9075,0.0,4.04618,0.18415,1.15394,0.141363,1.0
OPHIHANN26,0.51457,0.0,0.816056,0.923656,0.0,3.99454,0.183944,1.09677,0.147488,1.0
NODE21,2.48725,0.0852461,0.0,0.84366,0.0,2.84933,1.0,1.01818,0.156476,1.0
NODE39,0.539358,0.0,0.759582,0.988689,0.0,2.5672,0.240418,0.951285,0.164696,1.0
HOMOSAPI1,0.252053,0.0,0.479657,0.55189,0.389605,390.526,0.130738,0.946205,0.165344,1.0
GERRINFE2,1.17657,0.487499,0.180791,1.0,0.0070115,1.60326,0.812198,0.921293,0.168568,1.0
NODE12,0.300491,0.0,0.888156,0.781858,0.0,4.18624,0.111844,0.866018,0.17603,1.0
NODE13,0.929299,0.0,0.928543,7.5e-08,4.03605e-05,29.1977,0.0714166,0.853938,0.17772,1.0
VIRISTEJ5,0.570365,0.0,0.552259,0.0,0.133417,2.14731,0.314324,0.833276,0.180663,1.0
NODE35,0.368829,0.0,0.668184,0.809864,0.0,1.50517,0.331816,0.667787,0.206912,1.0
NODE29,1.5039,0.855151,0.0,0.864623,0.0,1.68439,1.0,0.66508,0.207386,1.0
OPHIHANN10,10.0,0.858138,0.0,0.824908,0.0,10000.0,1.0,0.59149,0.220922,1.0
VARASCAL2,0.641921,0.0,0.610418,0.984168,0.0,1.85012,0.389582,0.37885,0.26911,1.0
GALLGALL4,0.170747,0.0,0.719889,0.81162,0.254824,14.377,0.0252867,0.36259,0.273536,1.0
ANOLCARO31,0.147333,0.0931885,0.94975,0.0942956,0.00112976,4.62609,0.0491202,0.337532,0.280629,1.0
BITIGABO2,0.64821,0.499817,0.946825,0.389409,0.0,4.90582,0.053175,0.250081,0.308509,1.0
CELEWARR2,1.10993,0.188871,0.531565,0.176322,0.0303995,2.61329,0.438036,0.18557,0.333315,1.0
BOTHJARC2,1.09398,0.775945,0.0,0.853294,0.0,1.12876,1.0,0.0550901,0.407216,1.0
NODE14,0.468723,0.0,0.860962,2.0e-07,0.0,3.41908,0.139038,0.0406423,0.420115,1.0
MUSMUSC1,0.359341,0.0,0.521208,1.0,0.468027,292.066,0.0107647,0.0132107,0.454247,1.0
GALLGALL1,0.39796,0.0,0.676219,0.793896,0.0,7.52773,0.323781,-8.49278,0.5,1.0
NODE2,5.80561e-05,1.20986e-05,0.742454,0.9998,0.126087,2.48432,0.131459,-0.000421085,0.5,1.0
NODE8,1.068,0.0,0.753626,1.0,0.246374,0.704234,0.0,0.0,1.0,1.0
NODE3,0.0558263,0.0702326,1.0,0.0296986,0.0,5.12621,0.0,0.0,1.0,1.0
VARAGLAU1,0.255262,0.257431,1.0,0.766509,0.0,1.16658,0.0,0.0,1.0,1.0
VARAMERT2,0.56059,0.60928,1.0,0.789895,0.0,1.21758,0.0,0.0,1.0,1.0
VARAGOUL3,0.746318,0.750974,1.0,0.673007,0.0,1.23179,0.0,0.0,1.0,1.0
NODE24,0.716292,0.600761,1.0,0.782087,0.0,1.35194,0.0,0.0,1.0,1.0
VARAINDI2,0.386099,0.399981,1.0,0.203962,0.0,1.18907,0.0,0.0,1.0,1.0
VARATRIS2,0.172977,0.178587,1.0,0.292006,0.0,1.18412,0.0,0.0,1.0,1.0
VARAGLAU2,0.113899,0.117368,1.0,0.794359,0.0,1.19992,0.0,0.0,1.0,1.0
NODE30,0.221939,0.241703,1.0,0.487088,0.0,1.2347,0.0,0.0,1.0,1.0
VARAGOUL4,0.334362,0.339614,1.0,0.860195,0.0,1.5486,0.0,0.0,1.0,1.0
VARAGOUL5,10.0,0.0880668,0.00961217,0.855006,0.00953686,0.0076469,0.980851,0.0,1.0,1.0
NAJAATRA1,0.166643,0.15179,1.0,0.778745,0.0,1.18961,0.0,0.0,1.0,1.0
BUNGMULT2,0.333848,0.391313,1.0,0.399458,0.0,1.20985,0.0,0.0,1.0,1.0
OPHIHANN3,0.0,0.0,1.0,0.788646,0.0,1.23485,0.0,0.0,1.0,1.0
OPHIHANN11,10.0,0.0851932,0.00922289,0.788335,0.00914483,0.0253208,0.981632,0.0,1.0,1.0
OPHIHANN12,10.0,0.0859959,0.00925112,0.799852,0.00916371,0.0130188,0.981585,0.0,1.0,1.0
NODE44,10.0,0.08663,0.00923266,0.798545,0.00911918,0.0130261,0.981648,0.0,1.0,1.0
NODE41,0.0,0.0,1.0,0.764331,0.0,14.3581,0.0,0.0,1.0,1.0
PHILOLFE7,0.443778,0.513746,1.0,0.473429,0.0,0.630527,0.0,0.0,1.0,1.0
PHILOLFE1,10.0,0.0848831,0.00918166,0.771203,0.00910521,0.0127364,0.981713,0.0,1.0,1.0
PHILOLFE5,10.0,0.0856499,0.00921639,0.78521,0.00911352,0.012969,0.98167,0.0,1.0,1.0
PHILOLFE4,10.0,0.0860913,0.00921585,0.794797,0.0091336,0.0128871,0.981651,0.0,1.0,1.0
PHILOLFE6,0.345608,0.399702,0.0,0.357383,1.0,1.20335,0.0,0.0,1.0,1.0
NODE49,0.0,0.0,1.0,0.786167,0.0,1.23268,0.0,0.0,1.0,1.0
NODE47,0.0,0.0,1.0,0.772732,0.0,1.19775,0.0,0.0,1.0,1.0
NODE46,0.770283,0.656764,1.0,0.782429,0.0,1.31062,0.0,0.0,1.0,1.0
NODE36,0.745746,0.864735,1.0,0.751387,0.0,1.17013,0.0,0.0,1.0,1.0
GLOYUSSU1,0.432665,0.446483,1.0,0.782271,0.0,1.21746,0.0,0.0,1.0,1.0
NODE54,0.462904,0.412154,1.0,0.476488,0.0,1.23534,0.0,0.0,1.0,1.0
NODE61,0.824758,0.735772,1.0,0.773566,0.0,1.15058,0.0,0.0,1.0,1.0
NODE50,0.0,0.128233,2.81803e-06,0.128901,0.0798735,0.131713,0.920124,0.0,1.0,1.0
